goals:11,8;9,9;3,9;4,2;9,8;11,9;2,2;13,5;10,6;6,5;4,7;9,7;10,9;1,5;2,9;2,1;3,5;11,3;12,5;3,7;4,1;9,2;2,5;10,4;3,6;4,3;7,5;3,4;9,3;10,2;
room0:2,1;3,1;4,1;2,2;3,2;4,2;2,3;3,3;4,3;
35|pos:2,5;1,5;2,8;4,2;3,2;3,6;4,5;3,1;10,8;2,1;2,9;10,6;4,3;10,7;3,4;3,3;10,5;11,3;12,5;4,7;2,7;9,2;3,9;10,4;2,3;3,8;7,5;3,5;9,3;3,7;|pri:34.0667;3;6.06667;0.533333;34.4667;34.3;34.3667;34.3333;16.2;31.4333;34.0667;34.3;34.1667;20.5333;34.3333;34.5;34.0333;0.233334;0.200001;11.4333;34.1667;0.0999999;31.2333;0.5;34.1;34.1333;0.200001;34.4333;0.133333;34.2333;|fires:0;agent:-1
36|pos:2,5;1,5;2,8;4,2;3,3;3,6;5,5;3,2;10,8;3,1;2,9;10,7;4,3;9,7;3,5;2,3;9,5;11,3;12,5;4,7;2,7;9,2;3,9;10,4;2,2;3,8;7,5;4,5;9,3;3,7;|pri:35.0667;4;7.06667;0.533333;35.4667;35.3;35.3667;35.3333;17.2;32.4333;35.0667;35.3;35.1667;21.5333;35.3333;35.5;35.0333;0.233334;0.200001;12.4333;35.1667;0.0999999;32.2333;0.5;35.1;35.1333;0.200001;35.4333;0.133333;35.2333;|fires:0;agent:-1
37|pos:2,5;1,5;2,9;4,2;3,4;3,7;4,5;3,3;10,8;3,1;3,9;11,7;4,3;10,7;3,6;2,2;8,5;11,3;12,5;4,7;2,8;9,2;3,8;10,4;3,2;4,8;7,5;3,5;9,3;2,7;|pri:36.0667;5;8.06667;0.533333;36.4667;36.3;36.3667;36.3333;18.2;33.4333;36.0667;36.3;36.1667;22.5333;36.3333;36.5;36.0333;0.233334;0.200001;13.4333;36.1667;0.0999999;33.2333;0.5;36.1;36.1333;0.200001;36.4333;0.133333;36.2333;|fires:0;agent:-1
38|pos:2,5;1,5;2,9;4,2;3,5;2,7;5,5;3,4;10,8;3,1;4,9;10,7;3,3;10,6;3,7;2,1;7,5;11,3;12,5;4,7;3,8;9,2;3,9;10,4;3,2;4,8;6,5;4,5;9,3;2,8;|pri:37.0667;6;9.06667;0.533333;37.4667;37.3;37.3667;37.3333;19.2;34.4333;37.0667;37.3;37.1667;23.5333;37.3333;0.5;37.0333;0.233334;0.200001;14.4333;37.1667;0.0999999;34.2333;0.5;37.1;37.1333;1.2;37.4333;0.133333;37.2333;|fires:0;agent:-1
39|pos:2,5;1,5;2,8;4,2;4,5;3,7;6,5;3,5;10,7;3,2;4,9;9,7;3,4;10,5;3,8;2,1;8,5;11,3;12,5;4,7;3,9;9,2;2,9;10,4;3,3;4,8;7,5;5,5;9,3;2,7;|pri:38.0667;7;10.0667;0.533333;38.4667;38.3;38.3667;38.3333;20.2;35.4333;38.0667;0.299999;38.1667;24.5333;38.3333;0.5;38.0333;0.233334;0.200001;38.2333;38.1667;0.0999999;35.2333;0.5;38.1;38.1333;0.200001;38.4333;0.133333;15.4333;|fires:0;agent:-1
40|pos:2,5;1,5;3,8;4,2;5,5;3,6;7,5;4,5;10,6;3,3;4,8;9,7;3,5;10,5;3,9;2,1;9,5;11,3;12,5;3,7;4,9;9,2;2,8;10,4;3,4;4,7;8,5;6,5;9,3;2,7;|pri:39.0667;8;11.0667;0.533333;39.4667;39.3;39.3667;39.3333;0.200001;36.4333;39.0667;0.299999;39.1667;25.5333;39.3333;0.5;39.0333;0.233334;0.200001;0.233334;39.1667;0.0999999;36.2333;0.5;39.1;39.1333;1.2;39.4333;0.133333;16.4333;|fires:0;agent:-1
41|pos:2,5;1,5;4,8;4,2;6,5;3,5;8,5;5,5;10,7;3,3;4,7;9,7;4,5;10,6;2,9;2,1;10,5;11,3;12,5;2,7;3,9;9,2;3,8;10,4;3,4;3,7;9,5;7,5;9,3;2,8;|pri:40.0667;9;12.0667;0.533333;40.4667;40.3;40.3667;40.3333;1.2;37.4333;0.0666656;0.299999;40.1667;26.5333;0.333336;0.5;40.0333;0.233334;0.200001;1.23333;40.1667;0.0999999;37.2333;0.5;40.1;40.1333;2.2;40.4333;0.133333;17.4333;|fires:0;agent:-1
42|pos:2,5;1,5;4,9;4,2;7,5;4,5;9,5;6,5;10,8;3,4;4,7;9,7;5,5;10,7;2,9;2,1;10,6;11,3;12,5;2,7;3,8;9,2;3,7;10,4;3,5;3,6;10,5;8,5;9,3;2,8;|pri:41.0667;10;13.0667;0.533333;41.4667;41.3;41.3667;41.3333;2.2;38.4333;0.0666656;0.299999;41.1667;27.5333;0.333336;0.5;41.0333;0.233334;0.200001;2.23333;41.1667;0.0999999;38.2333;0.5;41.1;41.1333;3.2;41.4333;0.133333;18.4333;|fires:0;agent:-1
43|pos:2,5;1,5;3,9;4,2;8,5;5,5;10,5;7,5;9,8;3,3;4,7;9,7;6,5;10,8;2,9;2,1;10,7;11,3;12,5;2,7;3,7;9,2;3,6;10,4;3,4;3,5;10,6;9,5;9,3;3,8;|pri:39.2333;11;0.0666666;0.533333;42.4667;42.3;42.3667;42.3333;3.2;39.4333;0.0666656;0.299999;42.1667;28.5333;0.333336;0.5;42.0333;0.233334;0.200001;3.23333;42.1667;0.0999999;42.0667;0.5;42.1;42.1333;4.2;42.4333;0.133333;19.4333;|fires:0;agent:-1
44|pos:2,5;1,5;3,9;4,2;9,5;6,5;10,4;8,5;9,8;3,2;4,7;9,7;7,5;10,8;2,9;2,1;10,7;11,3;12,5;2,7;3,6;9,2;3,5;10,3;3,3;3,4;10,6;10,5;9,3;3,7;|pri:40.2333;12;0.0666666;0.533333;43.4667;43.3;43.3667;43.3333;4.2;40.4333;0.0666656;0.299999;43.1667;29.5333;0.333336;0.5;43.0333;0.233334;0.200001;4.23333;43.1667;0.0999999;43.0667;1.5;43.1;43.1333;5.2;43.4333;0.133333;20.4333;|fires:0;agent:-1
